score;attractive;ID;img_paths;asian;White;Train;Validation
0.43;40;Soledad;0.430_Maria_Soledad_Alvear_Valenzuela_0002_AGE_42_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.381;35;Sorenstam;0.381_Annika_Sorenstam_0001_AGE_43_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.75;77;Sorvino;0.750_Mira_Sorvino_0001_AGE_25_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.498;49;Spann;0.498_Alexandra_Spann_0001_AGE_39_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.663;67;Spears;0.663_Britney_Spears_0007_AGE_35_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.7;72;Spears;0.700_Britney_Spears_0008_AGE_-1_GLASSES_kA_ETHNICITY_kA.jpg;0;0;0;
0.77;80;Spears;0.770_Britney_Spears_0012_AGE_29_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.771;80;Spears;0.771_Britney_Spears_0013_AGE_25_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.771;80;Spears;0.771_Britney_Spears_0014_AGE_26_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.779;81;Spears;0.779_Britney_Spears_0006_AGE_37_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.779;81;Spears;0.779_Britney_Spears_0009_AGE_20_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.781;81;Spears;0.781_Britney_Spears_0001_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.781;81;Spears;0.781_Britney_Spears_0011_AGE_42_GLASSES_false_ETHNICITY_Black.jpg;0;0;1;
0.791;82;Spears;0.791_Britney_Spears_0003_AGE_36_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.798;83;Spears;0.798_Britney_Spears_0005_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.798;83;Spears;0.798_Britney_Spears_0010_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.8;83;Spears;0.800_Britney_Spears_0004_AGE_23_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.805;84;Spears;0.805_Britney_Spears_0002_AGE_31_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.695;72;Spencer;0.695_Danielle_Spencer_0001_AGE_42_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.517;51;Spina;0.517_Eileen_Spina_0001_AGE_48_GLASSES_false_ETHNICITY_Black.jpg;0;0;1;
0.383;35;Staley;0.383_Dawn_Staley_0001_AGE_45_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.239;19;Stanley;0.239_Marianne_Stanley_0001_AGE_58_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.494;47;Stansfield;0.494_Lisa_Stansfield_0001_AGE_35_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.658;67;Stark;0.658_Melissa_Stark_0001_AGE_28_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.515;51;Steenburgen;0.515_Mary_Steenburgen_0002_AGE_48_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.563;55;Steenburgen;0.563_Mary_Steenburgen_0001_AGE_38_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.6;60;Steenburgen;0.600_Mary_Steenburgen_0003_AGE_38_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.346;31;Stevens;0.346_Emily_Stevens_0001_AGE_39_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.459;44;Stevenson;0.459_Alexandra_Stevenson_0003_AGE_40_GLASSES_false_ETHNICITY_Black.jpg;0;0;1;
0.463;44;Stevenson;0.463_Alexandra_Stevenson_0001_AGE_38_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.463;44;Stevenson;0.463_Alexandra_Stevenson_0002_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.429;40;Stewart;0.429_Martha_Stewart_0005_AGE_-1_GLASSES_kA_ETHNICITY_kA.jpg;0;0;0;
0.506;50;Stewart;0.506_Martha_Stewart_0002_AGE_44_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.552;54;Stewart;0.552_Martha_Stewart_0003_AGE_43_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.554;54;Stewart;0.554_Martha_Stewart_0004_AGE_-1_GLASSES_kA_ETHNICITY_kA.jpg;0;0;0;
0.68;69;Stewart;0.680_Kimberly_Stewart_0001_AGE_50_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.703;72;Stewart;0.703_Martha_Stewart_0001_AGE_31_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.375;35;Stone;0.375_Lisa_Stone_0001_AGE_46_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.399;37;Streep;0.399_Meryl_Streep_0015_AGE_52_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.421;39;Streep;0.421_Meryl_Streep_0004_AGE_41_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.444;42;Streep;0.444_Meryl_Streep_0010_AGE_43_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.452;43;Streep;0.452_Meryl_Streep_0007_AGE_48_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.473;45;Streep;0.473_Meryl_Streep_0006_AGE_34_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.477;46;Streep;0.477_Meryl_Streep_0003_AGE_47_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.514;50;Streep;0.514_Meryl_Streep_0001_AGE_44_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.516;51;Streep;0.516_Meryl_Streep_0009_AGE_42_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.519;51;Streep;0.519_Meryl_Streep_0013_AGE_42_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.525;52;Streep;0.525_Meryl_Streep_0011_AGE_37_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.527;52;Streep;0.527_Meryl_Streep_0012_AGE_39_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.531;52;Streep;0.531_Meryl_Streep_0008_AGE_44_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.547;54;Streep;0.547_Meryl_Streep_0014_AGE_37_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.554;54;Streep;0.554_Meryl_Streep_0002_AGE_48_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.607;61;Streep;0.607_Meryl_Streep_0005_AGE_31_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.527;52;Streisand;0.527_Barbra_Streisand_0002_AGE_48_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.563;55;Streisand;0.563_Barbra_Streisand_0001_AGE_52_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.567;57;Streisand;0.567_Barbra_Streisand_0003_AGE_41_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.244;19;Stritch;0.244_Elaine_Stritch_0001_AGE_60_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.601;60;Strycova;0.601_Barbora_Strycova_0001_AGE_32_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.283;23;Sue;0.283_Mary_Sue_Coleman_0001_AGE_57_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.382;35;Sugiyama;0.382_Ai_Sugiyama_0005_AGE_58_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.383;35;Sugiyama;0.383_Ai_Sugiyama_0004_AGE_47_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.431;40;Sugiyama;0.431_Ai_Sugiyama_0003_AGE_40_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.437;42;Sugiyama;0.437_Ai_Sugiyama_0001_AGE_36_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.456;44;Sugiyama;0.456_Ai_Sugiyama_0002_AGE_43_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.207;15;Sukarnoputri;0.207_Megawati_Sukarnoputri_0003_AGE_60_GLASSES_true_ETHNICITY_Black.jpg;0;0;1;
0.209;15;Sukarnoputri;0.209_Megawati_Sukarnoputri_0009_AGE_48_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.219;16;Sukarnoputri;0.219_Megawati_Sukarnoputri_0022_AGE_57_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.225;17;Sukarnoputri;0.225_Megawati_Sukarnoputri_0014_AGE_46_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.233;17;Sukarnoputri;0.233_Megawati_Sukarnoputri_0021_AGE_48_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.236;19;Sukarnoputri;0.236_Megawati_Sukarnoputri_0008_AGE_59_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.237;19;Sukarnoputri;0.237_Megawati_Sukarnoputri_0004_AGE_53_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.241;19;Sukarnoputri;0.241_Megawati_Sukarnoputri_0016_AGE_46_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.241;19;Sukarnoputri;0.241_Megawati_Sukarnoputri_0018_AGE_50_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.244;19;Sukarnoputri;0.244_Megawati_Sukarnoputri_0002_AGE_49_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.247;20;Sukarnoputri;0.247_Megawati_Sukarnoputri_0032_AGE_49_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.251;20;Sukarnoputri;0.251_Megawati_Sukarnoputri_0012_AGE_-1_GLASSES_kA_ETHNICITY_kA.jpg;0;0;0;
0.251;20;Sukarnoputri;0.251_Megawati_Sukarnoputri_0031_AGE_51_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.253;20;Sukarnoputri;0.253_Megawati_Sukarnoputri_0029_AGE_50_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.256;21;Sukarnoputri;0.256_Megawati_Sukarnoputri_0013_AGE_41_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.256;21;Sukarnoputri;0.256_Megawati_Sukarnoputri_0023_AGE_49_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.257;21;Sukarnoputri;0.257_Megawati_Sukarnoputri_0015_AGE_41_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.259;21;Sukarnoputri;0.259_Megawati_Sukarnoputri_0011_AGE_49_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.264;21;Sukarnoputri;0.264_Megawati_Sukarnoputri_0019_AGE_40_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.264;21;Sukarnoputri;0.264_Megawati_Sukarnoputri_0020_AGE_50_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.266;22;Sukarnoputri;0.266_Megawati_Sukarnoputri_0033_AGE_48_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.268;22;Sukarnoputri;0.268_Megawati_Sukarnoputri_0030_AGE_50_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.271;22;Sukarnoputri;0.271_Megawati_Sukarnoputri_0005_AGE_52_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.276;23;Sukarnoputri;0.276_Megawati_Sukarnoputri_0001_AGE_43_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.281;23;Sukarnoputri;0.281_Megawati_Sukarnoputri_0024_AGE_48_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.281;23;Sukarnoputri;0.281_Megawati_Sukarnoputri_0028_AGE_42_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.283;23;Sukarnoputri;0.283_Megawati_Sukarnoputri_0010_AGE_52_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.296;26;Sukarnoputri;0.296_Megawati_Sukarnoputri_0017_AGE_42_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.296;26;Sukarnoputri;0.296_Megawati_Sukarnoputri_0025_AGE_41_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.296;26;Sukarnoputri;0.296_Megawati_Sukarnoputri_0027_AGE_51_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.297;26;Sukarnoputri;0.297_Megawati_Sukarnoputri_0007_AGE_56_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.304;26;Sukarnoputri;0.304_Megawati_Sukarnoputri_0006_AGE_53_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.335;30;Sukarnoputri;0.335_Megawati_Sukarnoputri_0026_AGE_52_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.249;20;Sullivan;0.249_Carla_Sullivan_0001_AGE_-1_GLASSES_kA_ETHNICITY_kA.jpg;0;0;0;
0.684;69;Susi;0.684_Katrin_Susi_0001_AGE_41_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.443;42;Sutton;0.443_Candace_Sutton_0001_AGE_35_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.729;75;Talbot;0.729_Ashlea_Talbot_0001_AGE_42_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.737;76;Tamblyn;0.737_Amber_Tamblyn_0001_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.751;77;Tamblyn;0.751_Amber_Tamblyn_0002_AGE_38_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.643;65;Tamura;0.643_Eriko_Tamura_0001_AGE_38_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.421;39;Tanaka;0.421_Makiko_Tanaka_0001_AGE_42_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.424;39;Tate;0.424_Marricia_Tate_0001_AGE_60_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.531;52;Taurasi;0.531_Diana_Taurasi_0001_AGE_42_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.302;26;Taylor;0.302_Elizabeth_Taylor_0001_AGE_48_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.314;27;Taylor;0.314_Elizabeth_Taylor_0002_AGE_56_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.488;47;Taylor;0.488_Diana_Taylor_0001_AGE_44_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.569;57;Taylor;0.569_Lili_Taylor_0001_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.678;69;Taylor;0.678_Lili_Taylor_0002_AGE_38_GLASSES_true_ETHNICITY_Black.jpg;0;0;1;
0.776;81;Taylor;0.776_Cindy_Taylor_0001_AGE_19_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.188;13;Teresa;0.188_Mother_Teresa_0001_AGE_45_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.256;21;Thatcher;0.256_Margaret_Thatcher_0002_AGE_51_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.268;22;Thatcher;0.268_Margaret_Thatcher_0001_AGE_54_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.72;74;Theron;0.720_Charlize_Theron_0001_AGE_39_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.377;35;Thigpen;0.377_Lynne_Thigpen_0001_AGE_41_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.564;55;Thomason;0.564_Marsha_Thomason_0001_AGE_43_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.548;54;Thompson;0.548_Emma_Thompson_0001_AGE_41_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.633;63;Thompson;0.633_Emma_Thompson_0003_AGE_31_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.636;65;Thompson;0.636_Emma_Thompson_0002_AGE_31_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.723;74;Thompson;0.723_Cyndi_Thompson_0002_AGE_32_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.778;81;Thompson;0.778_Cyndi_Thompson_0001_AGE_22_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.562;55;Tiegs;0.562_Cheryl_Tiegs_0001_AGE_47_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.593;59;Tierney;0.593_Maura_Tierney_0001_AGE_43_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.647;66;Tihomirova;0.647_Elena_Tihomirova_0001_AGE_28_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.337;30;Todd;0.337_Christine_Todd_Whitman_0001_AGE_42_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.342;30;Todd;0.342_Christine_Todd_Whitman_0002_AGE_48_GLASSES_false_ETHNICITY_Black.jpg;0;0;1;
0.36;32;Todd;0.360_Christine_Todd_Whitman_0006_AGE_52_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.371;34;Todd;0.371_Christine_Todd_Whitman_0005_AGE_48_GLASSES_true_ETHNICITY_Black.jpg;0;0;1;
0.626;63;Tomei;0.626_Marisa_Tomei_0002_AGE_37_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.778;81;Tomei;0.778_Marisa_Tomei_0001_AGE_30_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.344;30;Tomlin;0.344_Lily_Tomlin_0001_AGE_47_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.41;38;Tomlin;0.410_Lily_Tomlin_0002_AGE_49_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.446;43;Torrens;0.446_Cristina_Torrens_Valero_0001_AGE_49_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.634;63;Torres;0.634_Gina_Torres_0001_AGE_44_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.512;50;Trevi;0.512_Gloria_Trevi_0001_AGE_35_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.629;63;Trevi;0.629_Gloria_Trevi_0002_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.636;65;Trevi;0.636_Gloria_Trevi_0004_AGE_23_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.69;70;Trevi;0.690_Gloria_Trevi_0003_AGE_27_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.741;76;Tricoli;0.741_Carla_Tricoli_0001_AGE_24_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.593;59;Tsering;0.593_Dolma_Tsering_0002_AGE_60_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.697;72;Turlington;0.697_Christy_Turlington_0001_AGE_37_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.763;78;Turner;0.763_Dinah_Turner_0001_AGE_33_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.352;31;Tyler;0.352_Mary_Tyler_Moore_0001_AGE_47_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.498;49;Tyler;0.498_Mary_Tyler_Moore_0002_AGE_39_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.66;67;Tyler;0.660_Liv_Tyler_0001_AGE_30_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.704;72;Ubach;0.704_Alanna_Ubach_0001_AGE_32_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.649;66;Union;0.649_Gabrielle_Union_0001_AGE_24_GLASSES_false_ETHNICITY_Black.jpg;0;0;1;
0.249;20;Van;0.249_Leticia_Van_de_Putte_0001_AGE_51_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.421;39;van;0.421_Brenda_van_Dam_0001_AGE_45_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.658;67;van;0.658_Denise_van_Outen_0001_AGE_37_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.67;68;van;0.670_Frederique_van_der_Wal_0001_AGE_37_GLASSES_false_ETHNICITY_Black.jpg;0;0;1;
0.372;34;Varejao;0.372_Anderson_Varejao_0001_AGE_38_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.507;50;Vega;0.507_Alexa_Vega_0001_AGE_28_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.717;74;Vega;0.717_Amelia_Vega_0004_AGE_37_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.719;74;Vega;0.719_Amelia_Vega_0005_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.724;74;Vega;0.724_Amelia_Vega_0006_AGE_29_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.743;76;Vega;0.743_Amelia_Vega_0001_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.759;78;Vega;0.759_Amelia_Vega_0003_AGE_40_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.762;78;Vega;0.762_Amelia_Vega_0007_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.783;81;Vega;0.783_Amelia_Vega_0002_AGE_28_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.247;20;Veneman;0.247_Ann_Veneman_0009_AGE_46_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.256;21;Veneman;0.256_Ann_Veneman_0002_AGE_49_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.257;21;Veneman;0.257_Ann_Veneman_0006_AGE_50_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.284;23;Veneman;0.284_Ann_Veneman_0010_AGE_59_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.323;28;Veneman;0.323_Ann_Veneman_0004_AGE_44_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.324;28;Veneman;0.324_Ann_Veneman_0007_AGE_55_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.326;29;Veneman;0.326_Ann_Veneman_0011_AGE_43_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.328;29;Veneman;0.328_Ann_Veneman_0005_AGE_45_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.335;30;Veneman;0.335_Ann_Veneman_0003_AGE_44_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.346;31;Veneman;0.346_Ann_Veneman_0008_AGE_36_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.397;37;Veneman;0.397_Ann_Veneman_0001_AGE_55_GLASSES_true_ETHNICITY_Black.jpg;0;0;1;
0.448;43;Vergara;0.448_Monica_Vergara_0001_AGE_37_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.293;24;Versace;0.293_Donatella_Versace_0001_AGE_47_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.424;39;Versace;0.424_Donatella_Versace_0002_AGE_31_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.429;40;Versace;0.429_Donatella_Versace_0003_AGE_32_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.749;77;Vinzens;0.749_Nadine_Vinzens_0001_AGE_29_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.756;78;Vinzens;0.756_Nadine_Vinzens_0002_AGE_29_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.763;78;Vodjanikova;0.763_Alexandra_Vodjanikova_0002_AGE_36_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.766;80;Vodjanikova;0.766_Alexandra_Vodjanikova_0001_AGE_24_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.49;47;Vollmer;0.490_Dana_Vollmer_0001_AGE_41_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.672;68;Von;0.672_Dita_Von_Tesse_0001_AGE_23_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.615;62;Wagner;0.615_Aly_Wagner_0001_AGE_55_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.717;74;Wagner;0.717_Katie_Wagner_0001_AGE_32_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.424;39;Wakeman;0.424_Meg_Wakeman_0001_AGE_41_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.202;14;Walker;0.202_Donna_Walker_0001_AGE_56_GLASSES_true_ETHNICITY_Asian.jpg;1;0;0;
0.318;28;Walters;0.318_Barbara_Walters_0004_AGE_48_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.431;40;Walters;0.431_Barbara_Walters_0003_AGE_46_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.443;42;Walters;0.443_Barbara_Walters_0002_AGE_36_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.457;44;Walters;0.457_Barbara_Walters_0001_AGE_51_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.746;77;Warren;0.746_Estella_Warren_0001_AGE_34_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.648;66;Watson;0.648_Emma_Watson_0003_AGE_17_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.675;69;Watson;0.675_Emma_Watson_0001_AGE_21_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.704;72;Watson;0.704_Emma_Watson_0002_AGE_23_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.706;73;Watson;0.706_Emma_Watson_0005_AGE_32_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.716;74;Watson;0.716_Emma_Watson_0004_AGE_22_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.462;44;Webber;0.462_Madeleine_Webber_0001_AGE_41_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.552;54;Weeks;0.552_Kim_Weeks_0001_AGE_33_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.523;51;Weingartner;0.523_Marlene_Weingartner_0001_AGE_38_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.535;53;Weingartner;0.535_Marlene_Weingartner_0002_AGE_43_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.18;12;Wek;0.180_Alek_Wek_0001_AGE_-1_GLASSES_kA_ETHNICITY_kA.jpg;0;0;0;
0.222;16;Welch;0.222_Elisabeth_Welch_0001_AGE_65_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.577;58;Wetterstrand;0.577_Maria_Wetterstrand_0001_AGE_30_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.374;34;White;0.374_Kelli_White_0001_AGE_20_GLASSES_false_ETHNICITY_Asian.jpg;1;0;0;
0.409;38;White;0.409_Kelli_White_0002_AGE_30_GLASSES_false_ETHNICITY_Black.jpg;0;0;1;
0.356;32;Williams;0.356_Carol_Williams_0001_AGE_47_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.447;43;Williams;0.447_Betty_Williams_0001_AGE_52_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.246;20;Wilson;0.246_Brenda_Wilson_0001_AGE_54_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.27;22;Wilson;0.270_Dorothy_Wilson_0001_AGE_53_GLASSES_true_ETHNICITY_White.jpg;0;1;0;
0.631;63;Wilson-Sampras;0.631_Bridgette_Wilson-Sampras_0003_AGE_41_GLASSES_false_ETHNICITY_Black.jpg;0;0;1;
0.683;69;Wilson-Sampras;0.683_Bridgette_Wilson-Sampras_0002_AGE_44_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.727;75;Wilson-Sampras;0.727_Bridgette_Wilson-Sampras_0001_AGE_43_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.458;44;Winters;0.458_Kathy_Winters_0001_AGE_40_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
0.516;51;Winters;0.516_Kathy_Winters_0002_AGE_39_GLASSES_false_ETHNICITY_White.jpg;0;1;0;
